"","title_original","author_lastname","author_firstname","pub_year","language_codes","series_first"
"303","Im Westen Nichts Neues","Remarque","Erich Maria","1992","eng || ger","A New Portway large print book"
"304","Die Verwandlung","Kafka","Franz","1996","eng || ger","A Norton critical edition"
"305","Professor Unrat","Mann","Heinrich","1959","ger","A Panther Book"
"306","Ansichten eines Clowns","Böll","Heinrich","1994","eng || ger","A Penguin book : Literature"
"307","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1961","ger","A Rupa Paper-back"
"308","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1957","ger","A Signet Book"
"309","Katz und Maus","Grass","Günter","1964","ger","A Signet Book"
"310","Professor Unrat","Mann","Heinrich","1959","ger","A Signet Book"
"311","Die Verwandlung","Kafka","Franz","2009","cat || ger","A tot vent"
"312","Buddenbrooks","Mann","Thomas","1963","ger","A világirodalom remekei"
"313","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1968","ger","A világirodalom Remekei ; Sorozat 2"
"314","Effi Briest","Fontane","Theodor","1981","ger","A Világirodalom remekei"
"315","Irrungen, Wirrungen","Fontane","Theodor","1976","ger","A világirodalom remekei"
"316","Der Untertan","Mann","Heinrich","1945","eng","A wartime book"
"317","Der Untertan","Mann","Heinrich","1945","eng","A wartime book"
"318","Der Vorleser","Schlink","Bernhard","2009","bul || ger","Šed?ovri na literaturata i kinoto"
"319","Der Process","Kafka","Franz","2014","rus || ger","Šedevry mirovoj klassiki"
"320","Im Westen Nichts Neues","Remarque","Erich Maria","1985","ger","Šetel prozasy"
"321","Faust I","Goethe","Johann Wolfgang","2012","rus || ger","Škol?naja biblioteka ukrainskoj i zarubenoj literatury"
"322","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2000 || 2000","rus || ger","Škola klassiki : Kniga dlja u?enika i u?itelja"
"323","Kabale und Liebe","Schiller","Friedrich","1978","ger","Škol'naja biblioteka"
"324","Kabale und Liebe","Schiller","Friedrich","1985","ger","Škol'naja biblioteka"
"325","Die Räuber","Schiller","Friedrich","1950","ger","Škol'naja Biblioteka"
"326","Kabale und Liebe","Schiller","Friedrich","1964","ger","Škol'naja Biblioteka mirovoj dramaturgii"
"327","Kabale und Liebe","Schiller","Friedrich","1967","ger","Škol'naja Biblioteka mirovoj dramaturgii"
"328","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","1934","ger","Šolcova školní knihovna"
"329","Buddenbrooks","Mann","Thomas","    ","ara || ger","A?m?l ??lida"
"330","Der Verlorene","Treichel","Hans-Ulrich","2007","heb || ger","A?uzat bayit"
"331","Faserland","Kracht","Christian","2009","heb || ger","A?uzat bayit"
"332","Das kunstseidene Mädchen","Keun","Irmgard","2013","heb || ger","A?uzat bayit"
"333","Berlin Alexanderplatz","Döblin","Alfred","1979","ger","A[ikamme kertojia]"
"334","Die Verwandlung","Kafka","Franz","1974","ger","Ôbun-sha bunko"
"335","Homo faber","Frisch","Max","[2017]","arm || ger","Ôtar gir"
"336","Emilia Galotti","Lessing","Gotthold Ephraim","2015","ger","…ungekürzt und unbearbeitet"
"337","Der Steppenwolf","Hesse","Hermann","2002","nor || ger","°Arhundrets bibliotek"
"338","Römische Elegien","Goethe","Johann Wolfgang","1961","ger","°Arspublikation fra Odense Amts Bogtrykkeri"
"339","Faserland","Kracht","Christian","[2022?]","aze || ger","Ça?da? ?sveçrä ädäbiyyat?"
"340","Die Verwandlung","Kafka","Franz","1992","tur || ger","Ça?da? dünya yazarlar?"
"341","Homo faber","Frisch","Max","1998","tur || ger","Ça?da? dünya yazarlar?"
"342","Die verlorene Ehre der Katharina Blum","Böll","Heinrich","1999","tur || ger","Ça?da? dünya yazarlar?"
"343","Tonio Kröger","Mann","Thomas","[2017]","hun || ger","Életreszóló olvasmányok"
"344","Das Marmorbild","Eichendorff","Joseph","1987","spa || ger","Érase una vez ... "
"345","Der Sandmann","Hoffmann","E.T.A.","2015","fre || ger","Étonnants classiques"
"346","Das Parfum","Süskind","Patrick","2000","spa || ger","Éxitos de oro"
"347","Der Vorleser","Schlink","Bernhard","2012","arm || ger","Ašxarh? hayerenov"
"348","Agnes","Stamm","Peter","2017","arm || ger","Ašxarh? hayerenov. Ardi Šveyc?arakan arjak"
"349","Hiob","Roth","Joseph","1996","pol || ger","ABC: klasyka dla ka?dego"
"350","Der goldne Topf","Hoffmann","E.T.A.","2020","ger","Abitur 2022 - Leistungsfach Deutsch"
"351","Faust I","Goethe","Johann Wolfgang","2020","ger","Abitur 2022 - Leistungsfach Deutsch"
"352","Woyzeck","Büchner","Georg","2021","ger","Abitur 2023 - Leistungsfach Deutsch"
"353","Der Verschollene","Kafka","Franz","2021","ger","Abitur 2023 - Leistungsfach Deutsch"
"354","Der Sandmann","Hoffmann","E.T.A.","2021","ger","Abitur 2023 Deutsch Niedersachsen : 1, Schülerpaket"
"355","Der Untertan","Mann","Heinrich","2021","ger","Abitur 2023 Deutsch Niedersachsen : 1, Schülerpaket"
"356","Unter der Drachenwand","Geiger","Arno","[2022]","ger","Abitur 2024 - Deutsch Nordrhein-Westfalen"
"357","Der Sandmann","Hoffmann","E.T.A.","2021","ger","Abitur 2024 Deutsch Niedersachsen : 1, Schülerpaket"
"358","Woyzeck","Büchner","Georg","2022","ger","Abitur 2024 Deutsch Niedersachsen : 1, Schülerpaket"
"359","Der Trafikant","Seethaler","Robert","[2023]","ger","Abitur 2025 - Deutsch Nordrhein-Westfalen"
"360","Unter der Drachenwand","Geiger","Arno","[2023]","ger","Abitur 2025 - Deutsch Nordrhein-Westfalen"
"361","Woyzeck","Büchner","Georg","2023","ger","Abitur 2025 - Leistungsfach Deutsch"
"362","Der Sandmann","Hoffmann","E.T.A.","2022","ger","Abitur 2025 Deutsch Niedersachsen : 1, Schülerpaket"
"363","Woyzeck","Büchner","Georg","2023","ger","Abitur 2025 Deutsch Niedersachsen : 1, Schülerpaket"
"364","Der ewige Spießer","Horváth","Ödön","2023","ger","Abitur 2025 Deutsch Niedersachsen : 1, Schülerpaket"
"365","Der zerbrochne Krug","Kleist","Heinrich","2024","ger","Abitur 2026 - Deutsch Nordrhein-Westfalen"
"366","Der zerbrochne Krug","Kleist","Heinrich","2024","ger","Abitur 2026 - Deutsch Nordrhein-Westfalen"
"367","Der zerbrochne Krug","Kleist","Heinrich","2024","ger","Abitur 2026 - Leistungsfach Deutsch"
"368","Der Sandmann","Hoffmann","E.T.A.","2024","ger","Abitur 2026 Deutsch Niedersachsen : 1, Paket für Schülerinnen und Schüler"
"369","Über das Marionettentheater","Kleist","Heinrich","2024","ger","Abitur 2026 Deutsch Niedersachsen : 1, Paket für Schülerinnen und Schüler"
"370","Der zerbrochne Krug","Kleist","Heinrich","2025","ger","Abitur 2027 - Deutsch Nordrhein-Westfalen"
"371","Der zerbrochne Krug","Kleist","Heinrich","2025","ger","Abitur 2027 - Leistungsfach Deutsch"
"372","Der Sandmann","Hoffmann","E.T.A.","2025","ger","Abitur 2027 Deutsch Niedersachsen : 1, Paket für Schülerinnen und Schüler"
"373","Bahnwärter Thiel","Hauptmann","Gerhart","2025","|| ger","Abitur Literatur"
"374","Die Verwandlung","Kafka","Franz","2025","|| ger","Abitur Literatur"
"375","Emilia Galotti","Lessing","Gotthold Ephraim","2025","|| ger","Abitur Literatur"
"376","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2025","|| ger","Abitur Literatur"
"377","Kabale und Liebe","Schiller","Friedrich","2025","|| ger","Abitur Literatur"
"378","Nathan der Weise","Lessing","Gotthold Ephraim","2025","|| ger","Abitur Literatur"
"379","Transit","Seghers","Anna","[2021]","swe || ger","Absint"
"380","Kabale und Liebe","Schiller","Friedrich","1998","eng || ger","Absolute classics"
"381","Masse-Mensch","Toller","Ernst","2000","eng || ger","Absolute classics"
"382","Prinz Friedrich von Homburg","Kleist","Heinrich","2000","eng || ger","Absolute classics"
"383","Nathan der Weise","Lessing","Gotthold Ephraim","2002","eng || ger","Absolute classics"
"384","Prinz Friedrich von Homburg","Kleist","Heinrich","2002","eng || ger","Absolute classics"
"385","Über das Marionettentheater","Kleist","Heinrich","2011","cat || ger","Accent"
"386","Prinz Friedrich von Homburg","Kleist","Heinrich","2000","fre || ger","Actes Sud : Papiers"
"387","Nathan der Weise","Lessing","Gotthold Ephraim","1997","fre || ger","Actes Sud-papiers"
"388","Penthesilea","Kleist","Heinrich","1998","fre || ger","Actes Sud-papiers"
"389","Ansichten eines Clowns","Böll","Heinrich","1383 h.š. [2005]","per || ger","Adab?y?t-i ?ah?n"
"390","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1390 [2012]","per || ger","Adab?y?t-i ?ah?n"
"391","Lenz","Büchner","Georg","1982","ger","Adam"
"392","Tod in Venedig","Mann","Thomas","2003","tur || ger","Adam Düzyaz? klasikleri"
"393","Die verlorene Ehre der Katharina Blum","Böll","Heinrich","1991","tur || ger","AFA ça?da? dünya edebiyat? "
"394","Kleiner Mann - was nun?","Fallada","Hans","1938","ger","Aikamme romaaneja"
"395","Nathan der Weise","Lessing","Gotthold Ephraim","2009","spa || ger","Akal básica de bolsillo"
"396","Die Verwandlung","Kafka","Franz","2011","spa || ger","Akal básica de bolsillo"
"397","Die Verwandlung","Kafka","Franz","1989","spa || ger","Akal bolsillo"
"398","Die Verwandlung","Kafka","Franz","2005","spa || ger","Akal literaturas"
"399","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2008","spa || ger","Akal/Istmo básica de bolsillo"
"400","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2017nen 1gatsu 31nichi","jpn || ger || ger","Akira Ichikawa collection"
"401","Der zerbrochne Krug","Kleist","Heinrich","2015nen 11gatsu 15nichi","jpn || ger || ger","Akira Ichikawa collection"
"402","Nathan der Weise","Lessing","Gotthold Ephraim","2016nen 3gatsu 31nichi","jpn || ger || ger","Akira Ichikawa collection"
"403","Das Schloss","Kafka","Franz","??m 2017","ara || ger","al- ???r al-k?mila / Fr?nz K?fk? : ..., al-Kaun al bašar? "
"404","Das Schloss","Kafka","Franz","?am 2014","ara || ger","al- ???r al-k?mila / Fr?nz K?fk? : ..., al-Kaun al bašar? "
"405","Der Verschollene","Kafka","Franz","??m 2017","ara || ger","al- ???r al-k?mila / Fr?nz K?fk? : ..., al-Mu?tama? a?-?in??? "
"406","Die Verwandlung","Kafka","Franz","?am 2015","ara || ger","al- ???r al-k?mila / Fr?nz K?fk? : ..., al-Usra"
"407","Sprachgitter","Celan","Paul","[2019]","spa || ger","Alabatre"
"408","Die verlorene Ehre der Katharina Blum","Böll","Heinrich","1983","ger","Alan Yay?nc?l?k : [...], Ça?da? edebiyat dizisi"
"409","Die Marquise von O.","Kleist","Heinrich","2011","ger","Albatros"
"410","Katz und Maus","Grass","Günter","1980","ger","Albatross"
"411","Das Parfum","Süskind","Patrick","1991","nor || ger","Alfa"
"412","Die Blechtrommel","Grass","Günter","1997","spa || ger","Alfaguara bolsillo"
"413","In der Strafkolonie","Kafka","Franz","1995","spa || ger","Alianza cien"
"414","Effi Briest","Fontane","Theodor","2004","spa || ger","Alianza literaria"
"415","Effi Briest","Fontane","Theodor","1983","spa || ger","Alianza tres"
"416","Die Verwandlung","Kafka","Franz","2017","ger","All Time Favorites Collection"
"417","Der Sandmann","Hoffmann","E.T.A.","2013","eng || ger","Alma classics"
"418","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1973","ger","Alman edebiyat? "
"419","Der Vorleser","Schlink","Bernhard","1997","rus || ger","Al'manach nemeckoj literatury"
"420","Woyzeck","Büchner","Georg","1990","ger","Altamira Literaturcomic"
"421","Der Sandmann","Hoffmann","E.T.A.","1990","ger","Altamira Literaturcomic"
"422","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","[1921]","ger","Alte Landhausbücherei"
"423","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1968","ger","Altin Kalem : Alman edebiyati"
"424","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","1948","ger","Am Born der Weltliteratur : Reihe A, Deutsche Sprache"
"425","Iphigenie auf Tauris","Goethe","Johann Wolfgang","1950","ger","Am Born der Weltliteratur : Reihe A, Deutsche Sprache"
"426","Medea","Euripides","nan","    ","nan","Am Born der Weltliteratur : Reihe C, Griechische Sprache"
"427","Medea","Euripides","nan","1967","|| ger","Am Born der Weltliteratur : Reihe C, Griechische Sprache"
"428","Räuberbande","Heinrich","Finn-Ole","[1917]","ger","Ambosshefte"
"429","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","[um 1921]","ger","Amelangs Taschen-Bibliothek"
"430","Die Judenbuche","Droste-Hülshoff","Annette","1919","ger","Amelangs Taschen-Bibliothek für Bücherliebhaber"
"431","Römische Elegien","Goethe","Johann Wolfgang","1946","ger","Amerbach-Druck"
"432","Die Dreigroschenoper","Brecht","Bertolt","1964","ger","An Evergreen Black Cat Book"
"433","Der gute Mensch von Sezuan","Brecht","Bertolt","1957","ger","An Evergreen Book"
"434","Der Steppenwolf","Hesse","Hermann","1990","ger","An Owl book"
"435","Mephisto","Mann","Klaus","2024 || 2024","|| ger","Anaconda Gesammelte Werke"
"436","Tod in Venedig","Mann","Thomas","2026","ger","Anaconda Gesammelte Werke"
"437","Weh dem, der aus der Reihe tanzt","Harig","Ludwig","1992","spa || ger","Analectas"
"438","Berlin Alexanderplatz","Döblin","Alfred","1997","spa || ger","Ancora y delfín"
"439","Berlin Alexanderplatz","Döblin","Alfred","2001","spa || ger","Ancora y delfín"
"440","Jakob der Lügner","Becker","Jurek","2000","spa || ger","Ancora y delfín"
"441","Effi Briest","Fontane","Theodor","1995","eng || ger","Angel classics"
"442","Deutschland. Ein Wintermärchen","Heine","Heinrich","1997","eng || eng || ger","Angel classics"
"443","Irrungen, Wirrungen","Fontane","Theodor","2010","eng || ger","Angel classics"
"444","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2014","eng || ger","Angel classics"
"445","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","1948","ger","Anker-Bücherei"
"446","Prinz Friedrich von Homburg","Kleist","Heinrich","1949","ger","Anker-Bücherei"
"447","In der Strafkolonie","Kafka","Franz","Ekim 2015","tur || ger","Anlat?lar / Franz Kafka"
"448","Im Krebsgang","Grass","Günter","2002 || 2002","srp || ger","Antologija svetske knjievnosti"
"449","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2001 || 2001","srp || ger","Antologija svetske knjievnosti"
"450","Prometheus","Goethe","Johann Wolfgang","1948","ger","Über den Zeiten"
"451","Der ewige Spießer","Horváth","Ödön","1995","srp || ger","Apatridi"
"452","Die Verwandlung","Kafka","Franz","2017","|| ger","ApeBook Classics"
"453","Effi Briest","Fontane","Theodor","2021","|| ger","ApeBook Classics"
"454","Das Schloss","Kafka","Franz","2022","|| ger","ApeBook Classics"
"455","Professor Unrat","Mann","Heinrich","2022","|| ger","ApeBook Classics"
"456","Der Untertan","Mann","Heinrich","2022","|| ger","ApeBook Classics"
"457","Frau Jenny Treibel","Fontane","Theodor","2022","|| ger","ApeBook Classics"
"458","Der Steppenwolf","Hesse","Hermann","1989","spa || ger","Apuntes autodida?ticos para estudiantes"
"459","Die Verwandlung","Kafka","Franz","1991","fre || ger","Arc en poche Nathan"
"460","Mephisto","Mann","Klaus","1986","fre || ger","Arc-en-ciel"
"461","Mephisto","Mann","Klaus","1987","ger","Arc-en-ciel"
"462","Mephisto","Mann","Klaus","[1975]","fre || ger","Arc-en-ciel"
"463","Agnes","Stamm","Peter","2008","ger","Arche-Romane aus 25 Jahren"
"464","Deutschland. Ein Wintermärchen","Heine","Heinrich","1995","ger","Archiv, Bibliothek, Museum / Heinrich-Heine-Institut Düsseldorf"
"465","Die Räuber","Schiller","Friedrich","2002","pol || ger","Arcydzie?a literatury ?wiatowej"
"466","Der Verschollene","Kafka","Franz","2003","pol || ger","Arcydzie?a literatury ?wiatowej"
"467","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2005","pol || ger","Arcydzie?a literatury ?wiatowej"
"468","Das Schloss","Kafka","Franz","2006","pol || ger","Arcydzie?a literatury ?wiatowej"
"469","Homo faber","Frisch","Max","2003 || 2003","pol || ger","Arcydzie?a literatury wspó?czesnej"
"470","Klein Zaches genannt Zinnober","Hoffmann","E.T.A.","1964","ger","Arena Meistererzählungen"
"471","Tauben im Gras","Koeppen","Wolfgang","1982","ger","Arena-sarja"
"472","Die verlorene Ehre der Katharina Blum","Böll","Heinrich","1989","bas || ger","Argitaratutako azken liburuak"
"473","Das Muschelessen","Vanderbeke","Birgit","2012","baq || ger","Argitaratutako liburuak"
"474","Der Steppenwolf","Hesse","Hermann","1986","ger","Argitaratutako liburuak"
"475","Faust II","Goethe","Johann Wolfgang","1969","ger","Arie z oper polskich"
"476","Schachnovelle","Zweig","Stefan","1944","eng || ger","Armed Services edition"
"477","Schachnovelle","Zweig","Stefan","1944","eng || ger","Armed Services edition"
"478","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1977","ger","Ars"
"479","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","1964","ger","Ars librorum Druck"
"480","Leonce und Lena","Büchner","Georg","1968","ger","Ars-librorum-Druck"
"481","Deutschland. Ein Wintermärchen","Heine","Heinrich","2006","ger","Artemis-Bibliothek"
"482","Die Verwandlung","Kafka","Franz","2006","ger","Artemis-Bibliothek"
"483","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2006","ger","Artemis-Bibliothek"
"484","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","2007","ger","Artemis-Bibliothek"
"485","Leben des Galilei","Brecht","Bertolt","marzo de 2023","spa || ger","Artes escénicas"
"486","Die Verwandlung","Kafka","Franz","[2016]","tur || ger","Arya Yay?nç?l?k"
"487","Maria Stuart","Schiller","Friedrich","1946","ger","As 100 obras primas da literatura universal"
"488","Das Parfum","Süskind","Patrick","2007","nor || ger","Aschehoug pocket"
"489","Kleiner Mann - was nun?","Fallada","Hans","1952","ger","Aschehougs moderne romaner"
"490","Emilia Galotti","Lessing","Gotthold Ephraim","1914","ger","Aschendorffs Sammlung auserlesener Werke der Literatur"
"491","Maria Stuart","Schiller","Friedrich","1915","ger","Aschendorffs Sammlung auserlesener Werke der Literatur"
"492","Die Jungfrau von Orleans","Schiller","Friedrich","1916","ger","Aschendorffs Sammlung auserlesener Werke der Literatur"
"493","Die Judenbuche","Droste-Hülshoff","Annette","1934","ger","Aschendorffs Sammlung auserlesener Werke der Literatur"
"494","Prinz Friedrich von Homburg","Kleist","Heinrich","1913","ger","Aschendorffs Sammlung auserlesener Werke der Literatur"
"495","Iphigenie auf Tauris","Goethe","Johann Wolfgang","1919","ger","Aschendorffs Sammlung auserlesener Werke der Literatur"
"496","Hamlet","Shakespeare","William","1920","ger","Aschendorffs Sammlung auserlesener Werke der Literatur"
"497","Prinz Friedrich von Homburg","Kleist","Heinrich","1928","ger","Aschendorffs Sammlung auserlesener Werke der Literatur"
"498","Die Räuber","Schiller","Friedrich","1930","ger","Aschendorffs Sammlung auserlesener Werke der Literatur"
